Sample.me,ImmGen.Nomenclature,Cell.Family,Organ,Sorting.Markers,Organism.Treatment,Lab,Note,Cell.Treatment,Genetic.Variation,sample_id,Well,Owner,Batch_Number,Total_read_pairs,Uniquely_mapped_pairs,Uniquely_mapped_pct,Num_genes_over_ten,Num_genes_over_zero,TIN_mean,TIN_median,TIN_stdev,Reason
DC.mig.CD11b+.SLN.pIC#2,DC.mig.pIC.103-11b+EpCAM-.SLN#2,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b+ CD103- CD24+ Epcam-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_C05,C05,Barbara Maier,Batch22,8455740,5299153,62.67,12417,32886,22.80163097,19.33822792,14.60213149,TIN Median <45
DC.mig.CD11b+.SLN.pIC#3,DC.mig.pIC.103-11b+EpCAM-.SLN#3,Dendritic Cell,Skin Draining Lymph Node,MHCII-hi CD11c-int CD11b+ CD103- CD24+ Epcam-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_D05,D05,Barbara Maier,Batch22,4588407,2710614,59.08,7115,28808,15.93204901,12.38634544,12.92739002,Num_genes>10 reads(<8000)
DC.pDC.Sp#1,DC.pDC.45lo.Sp#1,Dendritic Cell,Spleen,CD45lo CD11b+,none,Merad,none,none,none,SSF1856_H07,H07,Barbara Maier,Batch21,17894527,14627277,91.4,12498,19242,65.77275741,70.16070957,17.2463099,Single replicate
DC.pDC.Spl#3,DC.pDC.45lo.Sp#2,Dendritic Cell,Spleen,CD45lo CD11b+,none,Merad,none,None,none,SSF-2003_E05,E05,Barbara Maier,Batch22,4107511,2662656,64.82,7609,29526,15.03034382,12.21377318,11.32821731,Num_genes>10 reads(<8000)
DC.103+.Lu.pIC#1,DC.pIC.103+11b-.siglecF-.Lu#1,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_F08,F08,Barbara Maier,Batch22,5909786,3603125,60.97,9499,30734,18.62584916,15.6240552,13.26331874,TIN Median <45
DC.103+.Lu.pIC#2,DC.pIC.103+11b-.siglecF-.Lu#2,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_G08,G08,Barbara Maier,Batch22,5810904,3449565,59.36,8678,30462,16.30490074,13.05494104,12.34607493,TIN Median <45
DC.103+.Lu.pIC#3,DC.pIC.103+11b-.siglecF-.Lu#3,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_H08,H08,Barbara Maier,Batch22,4049258,2464660,60.87,6442,28168,14.1265122,10.66759665,12.05482207,Num_genes>10 reads(<8000)
DC.103+.LuLN.pIC#1,DC.pIC.103+11b-LuLN#1,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_D09,D09,Barbara Maier,Batch22,3916977,2369853,60.5,6666,27889,15.62996978,12.31176541,12.41635173,Num_genes>10 reads(<8000)
DC.103+.LuLN.pIC#2,DC.pIC.103+11b-LuLN#2,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_E09,E09,Barbara Maier,Batch22,6882267,4237473,61.57,10173,31895,18.90201458,16.09855496,12.81835961,
DC.103+.LuLN.pIC#3,DC.pIC.103+11b-LuLN#3,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103+ CD11b-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_F09,F09,Barbara Maier,Batch22,4471665,2833624,63.37,7415,29244,15.29502057,11.90649792,12.08918863,Num_genes>10 reads(<8000)
DC.11b+.Lu.pIC#1,DC.pIC.103-11b+.siglecF-.Lu#1,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_A09,A09,Barbara Maier,Batch22,3784509,2401076,63.44,8244,27536,19.82030316,15.91155634,14.47265466,TIN Median <45
DC.11b+.Lu.pIC#2,DC.pIC.103-11b+.siglecF-.Lu#2,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_B09,B09,Barbara Maier,Batch22,6571246,3936467,59.9,10160,30780,21.01067551,17.64786499,14.17581237,TIN Median <45
DC.11b+.Lu.pIC#3,DC.pIC.103-11b+.siglecF-.Lu#3,Dendritic Cell,Lung,CD45+ SiglecF-CD11chi MHCIIhi CD24+ CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_C09,C09,Barbara Maier,Batch22,5663541,3614441,63.82,9709,30492,21.05112946,17.8363403,14.43972793,TIN Median <45
DC.11b+.LuLN.pIC#1,DC.pIC.103-11b+LuLN#1,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_G09,G09,Barbara Maier,Batch22,8377869,5052156,60.3,11723,32752,21.26856494,18.14193113,13.85097989,TIN Median <45
DC.11b+.LuLN.pIC#2,DC.pIC.103-11b+LuLN#2,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_H09,H09,Barbara Maier,Batch22,7649101,4592676,60.04,10937,32015,20.68546345,17.43409742,13.90964205,TIN Median <45
DC.11b+.LuLN.pIC#3,DC.pIC.103-11b+LuLN#3,Dendritic Cell,Lymph Node (Mediastil),CD45+ CD11chi MHCIIhi CD103- CD11b+,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_A10,A10,Barbara Maier,Batch22,2498953,1563244,62.56,5982,14966,19.83309873,15.95557004,16.44324204,Num_genes>10 reads(<8000)
DC.res.CD8+.LuLN#1,DC.res.11b+.LuLN#1,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCII+ CD11chi CD8- CD11b+,none,Merad,none,none,none,000008555669_A07,A07,Barbara Maier,Batch43,16607714,10967874,66.04,12256,21511,59.76661105,63.21798163,19.29511782,
DC.res.CD8+.LuLN#2,DC.res.11b+.LuLN#2,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCII+ CD11chi CD8- CD11b+,none,Merad,none,none,none,000008555669_B07,B07,Barbara Maier,Batch43,17841373,11660614,65.36,12449,22285,60.11045116,63.32045553,18.83532167,
DC.res.CD8+.LuLN#3,DC.res.11b+.LuLN#3,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCII+ CD11chi CD8- CD11b+,none,Merad,none,none,none,000008555669_C07,C07,Barbara Maier,Batch43,18389961,11978446,65.14,12376,22637,60.17583838,63.52702199,18.81062499,
DC.res.11b+.LuLN#1,DC.res.8+.LuLN#1,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCII+ CD11chi CD8+ CD11b-,none,Merad,none,none,none,000008555669_D07,D07,Barbara Maier,Batch43,11642152,7520826,64.6,10976,18453,56.74057812,59.46683509,19.80302511,
DC.res.11b+.LuLN#2,DC.res.8+.LuLN#2,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCII+ CD11chi CD8+ CD11b-,none,Merad,none,none,none,000008555669_E07,E07,Barbara Maier,Batch43,13083359,8541068,65.28,11789,20620,56.4302141,59.65360509,19.78653227,
DC.res.11b+.LuLN#3,DC.res.8+.LuLN#3,Dendritic Cell,Mediastil LN,CD45+ lin- PI- MHCII+ CD11chi CD8+ CD11b-,none,Merad,none,none,none,000008555669_F07,F07,Barbara Maier,Batch43,13381272,8361321,62.49,11533,20289,50.97652603,51.91731143,20.99460058,
DC.res.CD8+.SLN#1,DC.res.8+11b-103-.SLN#1,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b- CD103-CD8+ CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_E02,E02,Barbara Maier,Batch22,7474883,4762461,63.71,12327,32327,26.13556366,23.77737227,15.07275498,TIN Median <45
DC.res.CD8+.SLN#2,DC.res.8+11b-103-.SLN#2,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b- CD103-CD8+ CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_F02,F02,Barbara Maier,Batch22,8943818,5598180,62.59,13364,32973,27.69420435,25.39333987,15.17554791,TIN Median <45
DC.res.CD8+.SLN#3,DC.res.8+11b-103-.SLN#3,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b- CD103-CD8+ CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_G02,G02,Barbara Maier,Batch22,10490027,6479856,61.77,14301,34238,28.27675023,26.29819395,15.17686142,TIN Median <45
DC.res.CD11b+.SLN#1,DC.res.8-11b+103-.SLN#1,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b+ CD103-CD8- CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_H02,H02,Barbara Maier,Batch22,2079361,896376,43.11,4453,,15.17698916,10.44389526,15.67832522,Num_genes>10 reads(<8000)
DC.res.CD11b+.SLN#2,DC.res.8-11b+103-.SLN#2,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b+ CD103-CD8- CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_A03,A03,Barbara Maier,Batch22,6163678,3846544,62.41,10314,31783,19.94175107,17.24644769,13.00173076,TIN Median <45
DC.res.CD11b+.SLN#3,DC.res.8-11b+103-.SLN#3,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b+ CD103-CD8- CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_B03,B03,Barbara Maier,Batch22,6395696,4035846,63.1,10675,32036,19.62736482,16.83016486,12.73559337,TIN Median <45
DC.res.CD11b+.SLN.pIC#1,DC.res.pIC.11b+.SLN#1,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b+ CD103-CD8- CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_D04,D04,Barbara Maier,Batch22,4435652,2653312,59.82,6999,28792,15.28180817,11.93923613,12.48044745,Num_genes>10 reads(<8000)
DC.res.CD11b+.SLN.pIC#2,DC.res.pIC.11b+.SLN#2,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b+ CD103-CD8- CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_E04,E04,Barbara Maier,Batch22,4199456,2641559,62.9,6941,28704,15.46984742,11.99693951,12.62062134,Num_genes>10 reads(<8000)
DC.res.CD11b+.SLN.pIC#3,DC.res.pIC.11b+.SLN#3,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b+ CD103-CD8- CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_F04,F04,Barbara Maier,Batch22,5932228,3590755,60.53,8829,30725,16.60182641,13.27433628,12.54533245,Single replicate
DC.res.CD8+.SLN.pIC#1,DC.res.pIC.8+11b-.SLN#1,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b- CD103-CD8+ CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_A04,A04,Barbara Maier,Batch22,4760239,2915993,61.26,8008,28908,18.40311752,14.56782802,14.13601773,TIN Median <45
DC.res.CD8+.SLN.pIC#2,DC.res.pIC.8+11b-.SLN#2,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b- CD103-CD8+ CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_B04,B04,Barbara Maier,Batch22,5447824,3332692,61.17,7866,29814,15.3310495,12.21077732,12.22171118,Num_genes>10 reads(<8000)
DC.res.CD8+.SLN.pIC#3,DC.res.pIC.8+11b-.SLN#3,Dendritic Cell,Skin Draining Lymph Node,MHCII+ CD11c+ CD11b- CD103-CD8+ CD4-,none,Merad,none,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_C04,C04,Barbara Maier,Batch22,6653779,4075557,61.25,10208,31037,20.17603559,16.51563829,14.41620169,TIN Median <45
MF.LI#1,MF.103-11clo.LI#1,Macrophage,Large Intestine,CD45+ MHCII+ CD11c+/loCD64+CD103-CD11b+,none,Merad,,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_G12,G12,Barbara Maier,Batch22,2897778,1497597,51.68,8025,12719,24.481388,20.66670204,16.55460397,Single replicate
MF.LI#2,MF.103-11clo.LI#2,Macrophage,Large Intestine,CD45+ MHCII+ CD11c+/loCD64+CD103-CD11b+,none,Merad,,enrichment with magnetic beads: negative selection for CD3 and B220,none,SSF-2003_H12,H12,Barbara Maier,Batch22,560654,115686,20.63,166,,3.868057997,1.27388535,7.182944747,Total read pairs (<2million)
MF.SI#1,MF.103-SI#1,Macrophage,Small Intestine,CD45+ MHCII+ CD11c+/loCD64+CD103-CD11b+,none,Merad,,None,none,SSF-2003_C11,C11,Barbara Maier,Batch22,4311265,2758429,63.98,10028,25637,24.08614449,21.7686153,14.35958051,TIN Median <45
MF.SI#2,MF.103-SI#2,Macrophage,Small Intestine,CD45+ MHCII+ CD11c+/loCD64+CD103-CD11b+,none,Merad,,None,none,SSF-2003_D11,D11,Barbara Maier,Batch22,4565035,2888819,63.28,10233,25693,23.7839536,21.5072384,14.22102825,TIN Median <45
MF.SI#3,MF.103-SI#3,Macrophage,Small Intestine,CD45+ MHCII+ CD11c+/loCD64+CD103-CD11b+,none,Merad,,None,none,SSF-2003_E11,E11,Barbara Maier,Batch22,6276280,3978952,63.4,12185,28853,25.50342158,23.0484648,14.25615129,TIN Median <45
MF.Alv.Lu#1,MF.alv.6G-SigF+11c+.Lu#1,Macrophage,Lung,CD45+ Ly6G- SiglecF+ CD11c+,none,Merad,none,none,none,SSF1856_D07,D07,Barbara Maier,Batch21,10116016,6645039,89.7,10445,17436,59.00884598,62.42812742,18.96217245,
MF.Alv.Lu#2,MF.alv.6G-SigF+11c+.Lu#2,Macrophage,Lung,CD45+ Ly6G- SiglecF+ CD11c+,none,Merad,none,none,none,SSF1857_D07,D07,Barbara Maier,Batch21,7515723,4241052,88.5,9760,17044,53.49396499,56.3387558,19.95837053,
MF.Alv.Lu#3,MF.alv.6G-SigF+11c+.Lu#3,Macrophage,Lung,CD45+ Ly6G- SiglecF+ CD11c+,none,Merad,none,none,none,SSF1857_B12,B12,Barbara Maier,Batch21,1811727,1362464,82.4,5167,,20.85265933,13.69925241,19.74685421,Total read pairs (<2million)
MF.Lv#1,MF.Lv#1,Macrophage,Liver,CD45+ CD11c- MHCII+ CD11b+ F4/80+ CD64+,none,Merad,,none,none,SSF-2003_B02,B02,Barbara Maier,Batch22,7109183,4566103,64.23,11961,31438,21.87421745,19.25322366,13.62530465,TIN Median <45
MF.Lv#2,MF.Lv#2,Macrophage,Liver,CD45+ CD11c- MHCII+ CD11b+ F4/80+ CD64+,none,Merad,,none,none,SSF-2003_C02,C02,Barbara Maier,Batch22,8532542,5255836,61.6,12702,33000,22.96135323,20.63275631,13.48633679,TIN Median <45
MF.Lv#3,MF.Lv#3,Macrophage,Liver,CD45+ CD11c- MHCII+ CD11b+ F4/80+ CD64+,none,Merad,,none,none,SSF-2003_D02,D02,Barbara Maier,Batch22,4829905,2979956,61.7,8502,29759,17.87547038,15.11411842,12.46489246,TIN Median <45
MF.cerebel.microglia.CNS#1,MF.microglia.cerebel.CNS#1,Macrophage,Brain,CD45lo CD11b+,none,Merad,none,none,none,SSF-2004_F12,F12,Barbara Maier,Batch22,8342331,6169224,73.95,11466,20041,58.10646951,61.28456094,18.90360185,
MF.cerebel.microglia.CNS#2,MF.microglia.cerebel.CNS#2,Macrophage,Brain,CD45lo CD11b+,none,Merad,none,none,none,SSF-2004_G12,G12,Barbara Maier,Batch22,7207181,5483150,76.08,11205,18365,57.28836728,60.41845839,18.97349656,
MF.cerebel.microglia.CNS#3,MF.microglia.cerebel.CNS#3,Macrophage,Brain,CD45lo CD11b+,none,Merad,none,none,none,SSF-2004_H12,H12,Barbara Maier,Batch22,929794,416544,44.8,3046,,13.39320633,8.242991125,14.9397741,Total read pairs (<2million)
MF.cerebr.cx.microglia.CNS#1,MF.microglia.cerebr.CNS#1,Macrophage,Brain,CD45lo CD11b+,none,Merad,none,none,none,SSF-2004_C12,C12,Barbara Maier,Batch22,7233614,5500401,76.04,10899,19195,58.16922481,61.86330669,18.80451189,
MF.cerebr.cx.microglia.CNS#2,MF.microglia.cerebr.CNS#2,Macrophage,Brain,CD45lo CD11b+,none,Merad,none,none,none,SSF-2004_D12,D12,Barbara Maier,Batch22,4629380,3449921,74.52,9992,17575,52.60131007,54.77582846,19.47896072,
MF.cerebr.cx.microglia.CNS#3,MF.microglia.cerebr.CNS#3,Macrophage,Brain,CD45lo CD11b+,none,Merad,none,none,none,SSF-2004_E12,E12,Barbara Maier,Batch22,6622462,4956817,74.85,10696,19113,57.12323779,60.67633989,18.99349242,
MF.CD102+.PC#1,MF.PC#27,Macrophage,Peritoneal Cavity,B220- CD115+ CD11b+ F4/80+ MHCII- CD102+,none,Merad,none,none,none,SSF-2003_A01,A01,Barbara Maier,Batch22,1901590,804937,42.33,4090,,14.12914979,9.750900888,14.02021553,Total read pairs (<2million)
MF.CD102+.PC#2,MF.PC#28,Macrophage,Peritoneal Cavity,B220- CD115+ CD11b+ F4/80+ MHCII- CD102+,none,Merad,none,none,none,SSF-2003_B01,B01,Barbara Maier,Batch22,5622402,3062534,54.47,9437,25156,24.82663898,21.69140538,16.15307508,TIN Median <45
MF.CD102+.PC#3,MF.PC#29,Macrophage,Peritoneal Cavity,B220- CD115+ CD11b+ F4/80+ MHCII- CD102+,none,Merad,none,none,none,SSF-2003_C01,C01,Barbara Maier,Batch22,7502042,4150305,55.32,11071,25809,27.52193972,24.81430717,16.65920439,TIN Median <45
MF.pIC.Alv.Lu#1,MF.pIC.alv.siglecF+.Lu#1,Macrophage,Lung,CD45+ SiglecF+ CD11c+,none,Merad,,none,none,SSF1856_E07,E07,Barbara Maier,Batch22,8383,989,19.5,0,,0,0,0,Total read pairs (<2million)
MF.pIC.Alv.Lu#2,MF.pIC.alv.siglecF+.Lu#2,Macrophage,Lung,CD45+ SiglecF+ CD11c+,none,Merad,,none,none,SSF1857_E07,E07,Barbara Maier,Batch21,6220150,3919250,91.2,9268,15500,50.23218941,52.05762569,20.90637822,
MG.cerebel#1,MG.cerebel#1,Microglia,Brain,lin- PI- CD45int CD11b+,none,Merad,none,none,none,000008555669_G07,G07,Barbara Maier,Batch43,14394586,9318338,64.74,12504,24298,54.83745111,56.67063933,19.20013419,
MG.cerebel#2,MG.cerebel#2,Microglia,Brain,lin- PI- CD45int CD11b+,none,Merad,none,none,none,000008555669_H07,H07,Barbara Maier,Batch43,16251054,11363375,69.92,13040,25447,58.9926408,61.70939004,18.44979468,
MG.cerebel#3,MG.cerebel#3,Microglia,Brain,lin- PI- CD45int CD11b+,none,Merad,none,none,none,000008555669_A08,A08,Barbara Maier,Batch43,16899980,12121942,71.73,13380,25570,61.30175889,64.66623805,17.50903113,
MG.cortex#1,MG.cortex#1,Microglia,Brain,lin- PI- CD45int CD11b+,none,Merad,none,none,none,000008555669_E08,E08,Barbara Maier,Batch43,13225710,8909808,67.37,12081,23645,56.49381991,58.54851333,18.35742007,
MG.cortex#2,MG.cortex#2,Microglia,Brain,lin- PI- CD45int CD11b+,none,Merad,none,none,none,000008555669_F08,F08,Barbara Maier,Batch43,17521360,12527291,71.5,12885,23584,62.59414503,65.81717777,16.98043598,
MG.cortex#3,MG.cortex#3,Microglia,Brain,lin- PI- CD45int CD11b+,none,Merad,none,none,none,000008555669_G08,G08,Barbara Maier,Batch43,21328407,15271692,71.6,13446,24842,63.94935785,67.42485914,16.92434921,
MG.hippo#1,MG.hippo#1,Microglia,Brain,lin- PI- CD45int CD11b+,none,Merad,none,none,none,000008555669_B08,B08,Barbara Maier,Batch43,14755433,10474396,70.99,12544,25008,60.0108706,62.88199229,17.7342313,
MG.hippo#2,MG.hippo#2,Microglia,Brain,lin- PI- CD45int CD11b+,none,Merad,none,none,none,000008555669_C08,C08,Barbara Maier,Batch43,17003286,11675467,68.67,12949,25617,61.78924449,64.73055777,17.14619174,
MG.hippo#3,MG.hippo#3,Microglia,Brain,lin- PI- CD45int CD11b+,none,Merad,none,none,none,000008555669_D08,D08,Barbara Maier,Batch43,7279395,4878967,67.02,10519,22370,50.02295748,51.41701349,19.51260007,
Mo.Ly6C-.Bl#1,Mo.6C-.Bl#3,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C- Cx3cr1+,none,Merad,,none,none,000008508669_F03,F03,Barbara Maier,Batch24,15684673,11245751,71.7,12294,27400,62.51683852,66.54163807,18.69859892,
Mo.Ly6C-.Bl#2,Mo.6C-.Bl#4,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C- Cx3cr1+,none,Merad,,none,none,000008508669_G03,G03,Barbara Maier,Batch24,19119616,11520956,60.26,14124,33277,61.49533071,65.93541883,18.6284178,Replicate Analysis
Mo.Ly6C-.Bl#3,Mo.6C-.Bl#5,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C- Cx3cr1+,none,Merad,,none,none,000008508669_H02,H02,Barbara Maier,Batch24,10689347,7637226,71.45,11104,23850,62.41698651,66.64213698,18.23452976,Replicate Analysis
Mo.Ly6C-.Lu#1,Mo.6C-.Lu#1,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C- CD11b+ Cx3cr1+,none,Merad,,none,none,000008508669_E02,E02,Barbara Maier,Batch24,13564308,9759419,71.95,12317,26915,62.74441609,66.93751421,18.10759928,
Mo.Ly6C-.Lu#2,Mo.6C-.Lu#2,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C- CD11b+ Cx3cr1+,none,Merad,,none,none,000008508669_F02,F02,Barbara Maier,Batch24,16615395,9206754,55.41,12717,30180,59.89207453,63.91846408,18.40330106,
Mo.Ly6C-.Lu#3,Mo.6C-.Lu#3,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C- CD11b+ Cx3cr1+,none,Merad,,none,none,000008508669_G02,G02,Barbara Maier,Batch24,15958399,9631626,60.35,12790,29628,60.48980604,64.21469668,18.40197888,
Mo.Ly6C+.Bl#1,Mo.6C+.Bl#3,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C+,none,Merad,,none,none,000008508669_C03,C03,Barbara Maier,Batch24,16460780,11688301,71.01,12721,29002,65.34656655,69.54860944,17.31635174,
Mo.Ly6C+.Bl#2,Mo.6C+.Bl#4,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C+,none,Merad,,none,none,000008508669_D03,D03,Barbara Maier,Batch24,11112643,6237177,56.13,10962,28204,56.18563715,59.39540268,19.69642037,
Mo.Ly6C+.Bl#3,Mo.6C+.Bl#5,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C+,none,Merad,,none,none,000008508669_E03,E03,Barbara Maier,Batch24,13956440,9810354,70.29,11776,25302,63.39258978,67.24441327,18.3113216,
Mo.Ly6C+.Lu#1,Mo.6C+.Lu#1,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C+ CD11b+,none,Merad,,none,none,000008508669_B02,B02,Barbara Maier,Batch24,15767897,9674200,61.35,11934,27061,62.29898835,66.60175634,18.60930435,
Mo.Ly6C+.Lu#2,Mo.6C+.Lu#2,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C+ CD11b+,none,Merad,,none,none,000008508669_C02,C02,Barbara Maier,Batch24,14919698,10603695,71.07,12379,27342,64.25483149,68.42735812,17.73324613,
Mo.Ly6C+.Lu#3,Mo.6C+.Lu#3,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C+ CD11b+,none,Merad,,none,none,000008508669_D02,D02,Barbara Maier,Batch24,10732163,6531831,60.86,10656,24273,59.31912784,62.79939877,18.98248706,
DC.CD8a+.MLN#3,DC.8a+.MLN#1,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,none,Paidassi,7 mice pooled for this sample,none,none,000008530569_H05,H05,Helena Paidassi,Batch28,13028935,8162325,62.65,12330,24478,59.15455077,62.49473159,18.82748282,
DC.CD8a+.MLN#4,DC.8a+.MLN#2,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,none,Paidassi,8 mice pooled for this sample,none,none,000008530569_A06,A06,Helena Paidassi,Batch28,14785979,9235771,62.46,12043,20649,61.85514098,64.93087551,17.66017612,
DC.CD8a+.MLN#5,DC.8a+.MLN#3,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_G03,G03,Helena Paidassi,Batch42,13063420,9266124,70.93,11013,17204,63.59528277,68.38866234,19.77325173,
DC.CD8a+.MLN#6,DC.8a+.MLN#4,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_H03,H03,Helena Paidassi,Batch42,10652239,7401414,69.48,11130,23918,61.61242732,66.09142193,20.26228867,
DC.CD8a+.PP#3,DC.8a+.PP#1,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,none,Paidassi,7 mice pooled for this sample,none,none,000008530569_H06,H06,Helena Paidassi,Batch28,10047460,6513387,64.83,11191,19877,60.15167437,63.96660887,19.14769551,
DC.CD8a+.PP#4,DC.8a+.PP#2,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,none,Paidassi,8 mice pooled for this sample,none,none,000008530569_A07,A07,Helena Paidassi,Batch28,69543,3467,4.99,10,,19.09615826,11.38286621,21.35376914,Total read pairs (<2million)
DC.CD8a+.PP#5,DC.8a+.PP#3,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_G04,G04,Helena Paidassi,Batch42,7505697,5305752,70.69,10227,16087,59.84790894,64.22740859,21.06669569,
DC.CD8a+.PP#6,DC.8a+.PP#4,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,none,Paidassi,8 mice pooled for this sample,none,none,000008550869_H04,H04,Helena Paidassi,Batch42,8122561,5585778,68.77,10677,23120,58.85755989,62.24078763,20.9082485,
